,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
214,1,0,1,1,,0,0,0,1,0,0,1,0,1,0,1,,0,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,0,,0,,,0,0,,0,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,1,0,0,,0,0,0,0,0
215,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,0,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,0,,0,,,0,0,,0,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,1,0,0,,0,0,0,0,0
216,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,0,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,0,,0,,,0,0,,0,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
217,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,0,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
218,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,0,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
219,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,0,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
220,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
221,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
222,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
223,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
224,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
225,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
226,1,0,1,1,,0,0,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
227,1,0,1,1,,0,0,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
228,1,0,1,1,,0,0,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,0,0,,0,0,0,0,0
229,1,0,1,1,,0,0,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
230,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
231,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
232,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
233,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
234,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
235,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,0,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
236,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
237,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
238,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
239,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
240,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
241,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
242,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
243,1,0,1,0,,0,,0,1,0,0,0,0,0,0,1,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,1,0,,0,0,,,0,1,0,0,,0,,0,0,0,0,0
244,1,0,1,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,0,0,,0,0
245,1,0,1,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,0,0,,0,0
246,1,0,1,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
247,1,0,1,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
248,1,0,0,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
249,1,0,0,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,1,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
250,1,0,0,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
251,1,0,0,0,,0,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
252,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,0,0,,0,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
253,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
254,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
255,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,0,,,0,0,1,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
256,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,0,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
257,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
258,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
259,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
260,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,0,,0,0
261,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,,,0,0
262,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,,,0,0
263,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,1,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,,,0,0
264,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,,,0,0
265,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,0,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,,,0,0
266,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,0,,0,,0,,,,0,,,0,,,,0,,,,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,,,,,0,0
267,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,0,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,,,,,0,0
268,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,,,,,0,0
269,1,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,,,,,0,0
270,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,,,,,0,0
271,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,,,,,0,0
272,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
273,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
274,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
275,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,0,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
276,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
277,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
278,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
279,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,0
280,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
281,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
282,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
283,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
284,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
285,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
286,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
287,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
288,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
289,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
290,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,0,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
291,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
292,0,0,0,0,,,,0,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
293,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
294,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,0,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
295,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,0,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
296,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
297,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
298,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
299,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
300,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,0,0,0,0,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,0,,,,,0,0,,0,0,0,0,,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,,0,0,,0,,0,,,,,0,
